Daytime/evening_attendance_,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,International,Curricular_units_1st_sem_(credited),Curricular_units_1st_sem_(enrolled),Curricular_units_1st_sem_(evaluations),Curricular_units_1st_sem_(approved),Curricular_units_1st_sem_(grade),Curricular_units_1st_sem_(without_evaluations),Curricular_units_2nd_sem_(credited),Curricular_units_2nd_sem_(enrolled),Curricular_units_2nd_sem_(evaluations),Curricular_units_2nd_sem_(approved),Curricular_units_2nd_sem_(grade),Curricular_units_2nd_sem_(without_evaluations),Unemployment_rate,Inflation_rate,GDP,Marital_status_1,Marital_status_2,Marital_status_3,Marital_status_4,Marital_status_5,Marital_status_6,Application_mode_1,Application_mode_2,Application_mode_5,Application_mode_7,Application_mode_10,Application_mode_15,Application_mode_16,Application_mode_17,Application_mode_18,Application_mode_26,Application_mode_27,Application_mode_39,Application_mode_42,Application_mode_43,Application_mode_44,Application_mode_51,Application_mode_53,Application_mode_57,Course_33,Course_171,Course_8014,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147,Course_9238,Course_9254,Course_9500,Course_9556,Course_9670,Course_9773,Course_9853,Course_9991,Nacionality_1,Nacionality_2,Nacionality_6,Nacionality_11,Nacionality_13,Nacionality_14,Nacionality_17,Nacionality_21,Nacionality_22,Nacionality_24,Nacionality_25,Nacionality_26,Nacionality_32,Nacionality_41,Nacionality_62,Nacionality_100,Nacionality_101,Nacionality_103,Nacionality_105,Nacionality_108,Nacionality_109,Father's_occupation_195,is_application_order_1,is_application_order_2,is_application_order_3_or_more,is_sem1_grade_0,is_sem2_grade_0,approval_rate_sem1,approval_rate_sem2,grade_delta,Progress_Lag,mother_qual_level,mother_qual_lvl_0,mother_qual_lvl_1,mother_qual_lvl_2,mother_qual_lvl_3,mother_qual_lvl_4,mother_qual_lvl_5,father_qual_level,father_qual_lvl_0,father_qual_lvl_1,father_qual_lvl_2,father_qual_lvl_3,father_qual_lvl_4,father_qual_lvl_5,prev_qual_level,prev_qual_lvl_0,prev_qual_lvl_1,prev_qual_lvl_2,prev_qual_lvl_3,prev_qual_lvl_4,prev_qual_lvl_5,age_lt20,age_20_25,age_25_35,age_35plus,financial_risk,Target,Target_str
1,-1.414199214076496,1,0,1,0,0,0,0,-0.3008130582498372,-0.109105147316254,-0.5501920153441094,-1.5212573894487618,-2.1971023927998017,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,0.2372913846551423,-1.471526880526303,-1.963488622985818,-0.199440991148615,-0.2876384574425296,0.1243864731841758,0.7657608350016585,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1.9109376563757776,-1.724523809575654,0.1420792050497829,12,0.0085059014505731,0,0,1,0,0,0,2.08720122631005,0,0,0,0,0,1,3.495737586160138,0,0,0,0,0,1,0,1,0,0,1,0,Dropout
1,0.4780184161317157,1,0,0,1,0,0,0,-0.3008130582498372,-0.109105147316254,0.4070587863007005,0.0948320090051144,0.3219370444129383,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,-0.016033201665888,-0.1445731668189316,0.1957296378493013,-0.199440991148615,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3708826088833789,0.0164799481382976,-0.1866349544161774,3,-1.1861007022743564,1,0,0,0,0,0,-0.4471141916110865,0,1,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,2,Graduate
1,-0.1435129222578428,0,0,0,1,0,1,0,-0.3008130582498372,-0.109105147316254,-0.3108793149329069,0.4180498886958897,0.4182937441970322,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,-0.522682374307949,0.518903690034754,0.49961961530017,-0.199440991148615,-0.2876384574425296,0.1243864731841758,0.7657608350016585,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8272466619352101,0.8869818269952736,0.1997483558332852,0,0.6058092033130379,0,0,0,1,0,0,2.08720122631005,0,0,0,0,0,1,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,2,Graduate
1,0.1050996130979802,1,0,0,1,0,1,0,-0.3008130582498372,0.6973796843079865,-0.0715666145217044,1.06448564807744,0.7083102039936219,-0.1992730314841147,-0.2824423108896146,0.8051441857612031,-0.016033201665888,1.18238054688844,0.7372135950387304,-0.199440991148615,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8272466619352101,0.8869818269952736,0.1420792050497829,0,0.0085059014505731,0,0,1,0,0,0,-1.0806930460913706,1,0,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,2,Graduate
1,-0.0537361733793512,1,0,0,1,0,0,0,-0.3008130582498372,-0.5123475631283743,1.3643095879455105,-0.2283858706856607,0.7452182613216366,4.143504758100731,-0.2824423108896146,-0.5611610991668988,0.2372913846551423,0.1871652616079112,0.5699941363940552,5.107788752258739,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2796097982730127,0.8869818269952736,-0.221236444886279,1,0.0085059014505731,0,0,1,0,0,0,0.1864646628691975,0,0,1,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,0,Dropout
1,-0.3645018425741304,1,0,0,0,0,0,0,-0.3008130582498372,-0.109105147316254,-1.9860682178113245,-1.5212573894487618,-2.1971023927998017,-0.1992730314841147,-0.2824423108896146,-1.9274663840950008,-1.5359807195920707,-1.471526880526303,-1.963488622985818,2.4541738805550626,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1.9109376563757776,-1.724523809575654,0.1420792050497829,8,0.0085059014505731,0,0,1,0,0,0,0.1864646628691975,0,0,1,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,1,0,Dropout
1,-0.4819022064921583,1,0,0,1,0,0,0,-0.3008130582498372,-0.109105147316254,0.4070587863007005,-0.551603750376436,0.280641315934041,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,-0.016033201665888,-0.1445731668189316,0.0037991257750684,-0.199440991148615,-0.2876384574425296,0.1243864731841758,0.7657608350016585,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5418454972202837,0.0164799481382976,-0.4634468781769866,5,-0.5887974004118917,0,1,0,0,0,0,-0.4471141916110865,0,1,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,1,Enrolled
1,-0.951503662164269,0,0,0,1,0,0,0,0.9702442193979948,1.5038645159322268,2.3215603895903203,0.4180498886958897,0.1085757806053018,2.695912161572449,1.8027054294118536,1.7160143757132709,2.0105634889023554,0.8506421184615969,0.0654910760846432,-0.199440991148615,-1.4890428695279747,0.9923450810182352,0.1401216693898834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.2680270653891851,0.1035301360239952,-0.0638820477484378,7,1.8004158070379674,0,0,0,0,0,1,0.1864646628691975,0,0,1,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,1,Enrolled
1,-0.4611844952125066,1,0,0,1,0,0,0,-0.3008130582498372,-0.109105147316254,0.8856841871231055,-0.8748216300672113,0.4871199583285279,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,-0.016033201665888,0.1871652616079112,0.2629053170752827,-0.199440991148615,-1.4890428695279747,0.9923450810182352,0.1401216693898834,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.9982095502721152,0.4517308875667858,-0.3423416615316328,5,0.0085059014505731,0,0,1,0,0,0,0.1864646628691975,0,0,1,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,2,Graduate
1,0.0567582867787921,1,0,0,1,0,0,0,-0.3008130582498372,-2.5285596421889753,-1.9860682178113245,-1.5212573894487618,-2.1971023927998017,-0.1992730314841147,-0.2824423108896146,-2.8383365740470685,-2.0426298922341317,-1.471526880526303,-1.963488622985818,-0.199440991148615,-0.2876384574425296,0.1243864731841758,0.7657608350016585,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1.9109376563757776,-1.724523809575654,0.1420792050497829,0,-1.1861007022743564,1,0,0,0,0,0,-0.4471141916110865,0,1,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,0,Dropout
1,-0.2540073824159871,1,0,0,1,0,1,0,-0.3008130582498372,0.6973796843079865,-0.0715666145217044,0.741267768386665,0.8797243483671879,1.248319565044167,-0.2824423108896146,0.8051441857612031,-0.016033201665888,0.8506421184615969,0.8965501933660713,1.1273664447032237,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4849736221463366,0.5605436224239077,0.1420792050497829,2,-1.783404004136821,0,0,0,0,0,0,-1.714271900571655,0,0,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,0,Dropout
1,-0.0468302696194676,1,0,1,1,0,1,0,-0.3008130582498372,0.2941372684958662,-0.0715666145217044,0.741267768386665,0.4148524334904576,-0.1992730314841147,-0.2824423108896146,0.8051441857612031,0.2372913846551423,1.18238054688844,0.4251932278402727,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8272466619352101,0.8869818269952736,0.0713383800886867,0,-0.5887974004118917,0,1,0,0,0,0,0.1864646628691975,0,0,1,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,1,2,Graduate
0,0.0843819018183274,0,0,0,0,0,0,0,2.6649872562617705,2.310349347556467,0.8856841871231055,0.741267768386665,0.0741626735395542,-0.1992730314841147,2.3239923644872205,-0.5611610991668988,-0.7760069606289794,0.1871652616079112,0.0709748050010499,-0.199440991148615,-1.0009723271182625,0.1243864731841758,1.545606837207885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.313663470694368,0.8869818269952736,0.0036732431693783,5,0.0085059014505731,0,0,1,0,0,0,-1.0806930460913706,1,0,0,0,0,0,1.6612010403508315,0,0,0,0,1,0,0,1,0,0,1,0,Dropout
1,0.5470774537305555,1,0,0,1,0,0,0,-0.3008130582498372,-0.5123475631283743,-0.3108793149329069,-0.2283858706856607,0.3632327728918359,-0.1992730314841147,-0.2824423108896146,-0.5611610991668988,0.2372913846551423,0.1871652616079112,0.467631196621131,-0.199440991148615,-1.4890428695279747,0.9923450810182352,0.1401216693898834,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2796097982730127,0.8869818269952736,0.2343498463033856,1,0.0085059014505731,0,0,1,0,0,0,-1.0806930460913706,1,0,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,2,Graduate
1,0.8992785454846383,0,0,0,1,0,0,0,-0.3008130582498372,-0.109105147316254,-0.3108793149329069,0.4180498886958897,0.280641315934041,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,-0.2693577879869185,0.518903690034754,0.467631196621131,-0.199440991148615,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8272466619352101,0.8869818269952736,0.3727558081837903,0,-0.5887974004118917,0,1,0,0,0,0,-0.4471141916110865,0,1,0,0,0,0,1.6612010403508315,0,0,0,0,1,0,1,0,0,0,0,2,Graduate
1,-0.7926678756869375,1,0,0,1,0,1,0,-0.3008130582498372,0.2941372684958662,-0.0715666145217044,0.741267768386665,0.3086634174018643,-0.1992730314841147,-0.2824423108896146,0.8051441857612031,0.4906159709761728,0.8506421184615969,0.594670916517885,-0.199440991148615,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8272466619352101,0.5605436224239077,0.5548255556574172,1,0.6058092033130379,0,0,0,1,0,0,0.1864646628691975,0,0,1,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,2,Graduate
1,-1.400387406556728,1,0,0,1,0,1,0,-0.3008130582498372,0.2941372684958662,0.4070587863007005,0.0948320090051144,0.4086580742186227,-0.1992730314841147,-0.2824423108896146,0.3497090907851691,-0.016033201665888,0.518903690034754,0.4356427779420923,-0.199440991148615,-0.1750067938095195,-0.454252598705197,0.8891263042772198,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0449082852749279,0.5139095931994268,0.1005574164856619,3,-0.5887974004118917,0,1,0,0,0,0,0.1864646628691975,0,0,1,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,1,Enrolled
0,0.8992785454846383,0,0,0,1,0,0,0,-0.3008130582498372,-0.5123475631283743,0.646371486711903,-0.551603750376436,0.0053364594080584,-0.1992730314841147,-0.2824423108896146,-0.5611610991668988,0.7439405572972032,-0.4763115952457745,0.2117238471888208,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.2680270653891851,-0.1576204276330974,0.3727558081837909,4,-0.5887974004118917,0,1,0,0,0,0,-0.4471141916110865,0,1,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,0,1,0,0,1,Enrolled
1,0.6644778176485825,0,0,0,1,0,1,0,-0.3008130582498372,0.2941372684958662,0.8856841871231055,0.4180498886958897,0.6454202508309677,-0.1992730314841147,-0.2824423108896146,0.8051441857612031,0.4906159709761728,0.8506421184615969,0.7334092581029735,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4360774736050689,0.5605436224239077,0.2406110683884522,2,0.0085059014505731,0,0,1,0,0,0,0.1864646628691975,0,0,1,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,2,Graduate
1,-0.5302435328113464,1,0,0,1,0,0,0,-0.3008130582498372,0.6973796843079865,-0.0715666145217044,1.06448564807744,0.5111231005068873,-0.1992730314841147,-0.2824423108896146,0.8051441857612031,-0.016033201665888,1.18238054688844,0.5539199560078385,-0.199440991148615,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8272466619352101,0.8869818269952736,0.1420792050497829,0,-0.5887974004118917,0,1,0,0,0,0,-1.0806930460913706,1,0,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,2,Graduate
1,1.7279869966707162,1,0,0,0,0,0,0,-0.3008130582498372,-0.5123475631283743,-0.7895047157553119,-1.5212573894487618,-2.1971023927998017,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,-2.0426298922341317,-1.471526880526303,-1.963488622985818,-0.199440991148615,-0.2876384574425296,0.1243864731841758,0.7657608350016585,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1.9109376563757776,-1.724523809575654,0.1420792050497829,11,1.8004158070379674,0,0,0,0,0,1,-0.4471141916110865,0,1,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,1,0,Dropout
1,1.1962324071596504,0,0,0,1,0,0,0,-0.3008130582498372,0.2941372684958662,0.167746085889498,0.4180498886958897,0.4251763656101817,-0.1992730314841147,-0.2824423108896146,0.8051441857612031,-0.016033201665888,0.8506421184615969,0.6412826123073417,-0.199440991148615,0.8762220667652447,-1.1052215545807416,0.347199421388147,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4360774736050689,0.5605436224239077,0.4436064791463786,2,-0.5887974004118917,0,1,0,0,0,0,0.1864646628691975,0,0,1,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,2,Graduate
1,2.2114002598625953,1,0,0,1,0,0,0,-0.3008130582498372,0.2941372684958662,0.646371486711903,0.741267768386665,0.251144367020543,-0.1992730314841147,-0.2824423108896146,0.8051441857612031,3.277186420507508,0.1871652616079112,0.2820983682827059,-0.199440991148615,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8272466619352101,-0.0923327867188242,0.0877054343110522,3,-1.1861007022743564,1,0,0,0,0,0,-1.0806930460913706,1,0,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,0,1,0,0,1,Enrolled
1,0.17415865069682,1,0,0,1,0,1,0,-0.3008130582498372,0.2941372684958662,-0.3108793149329069,0.4180498886958897,0.3494675300655368,-0.1992730314841147,-0.2824423108896146,0.3497090907851691,-0.2693577879869185,0.518903690034754,0.4036543592630536,-0.199440991148615,-1.4890428695279747,0.9923450810182352,0.1401216693898834,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4360774736050689,0.5139095931994268,0.1420792050497829,2,0.0085059014505731,0,0,1,0,0,0,-0.4471141916110865,0,1,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,2,Graduate
1,0.8992785454846383,1,0,0,1,0,0,0,-0.3008130582498372,-0.109105147316254,0.167746085889498,-0.2283858706856607,1.054936224913367,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,0.4906159709761728,0.1871652616079112,1.1841717750316,-0.199440991148615,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0854814441684525,0.4517308875667858,0.3669888931054398,3,-0.5887974004118917,0,1,0,0,0,0,0.1864646628691975,0,0,1,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,1,Enrolled
1,-1.4901641554352194,0,0,0,1,0,0,0,-0.3008130582498372,-0.5123475631283743,-0.5501920153441094,0.0948320090051144,0.5559461724600238,-0.1992730314841147,-0.2824423108896146,-0.5611610991668988,-0.522682374307949,0.1871652616079112,0.5699941363940552,-0.199440991148615,-1.4890428695279747,0.9923450810182352,0.1401216693898834,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8272466619352101,0.8869818269952736,0.095943884422981,0,0.6058092033130379,0,0,0,1,0,0,0.8200435173494817,0,0,0,1,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,2,Graduate
1,0.6230423950892789,1,0,0,1,0,0,0,1.3939299786139387,0.2941372684958662,0.167746085889498,0.741267768386665,0.7670132291299433,-0.1992730314841147,2.3239923644872205,0.8051441857612031,-0.016033201665888,1.18238054688844,0.6263737243158612,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8272466619352101,0.8869818269952736,-0.156118362126574,0,0.6058092033130379,0,0,0,1,0,0,0.1864646628691975,0,0,1,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,2,Graduate
1,2.280459297461435,0,0,1,1,0,1,0,-0.3008130582498372,-0.109105147316254,-0.0715666145217044,0.4180498886958897,0.4871199583285279,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,0.7439405572972032,0.1871652616079112,0.5316080339792087,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8272466619352101,0.4517308875667858,0.1420792050497829,1,-1.1861007022743564,1,0,0,0,0,0,-0.4471141916110865,0,1,0,0,0,0,1.6612010403508315,0,0,0,0,1,0,1,0,0,0,1,2,Graduate
1,0.837125411645682,0,0,0,1,0,1,0,-0.3008130582498372,-0.109105147316254,-0.5501920153441094,0.4180498886958897,0.4527068512627802,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,-0.522682374307949,0.518903690034754,0.6275732900163251,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8272466619352101,0.8869818269952736,0.3727558081837903,0,-0.5887974004118917,0,1,0,0,0,0,-1.0806930460913706,1,0,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,2,Graduate
1,-0.0053948470601631,0,0,0,1,0,1,0,-0.3008130582498372,-0.5123475631283743,-0.7895047157553119,0.0948320090051144,0.5284156868074252,-0.1992730314841147,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,-0.1445731668189316,0.5316080339792087,-0.199440991148615,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8272466619352101,0.3646806996810882,0.0728762241095809,1,-1.1861007022743564,1,0,0,0,0,0,-0.4471141916110865,0,1,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,2,Graduate
1,3.9378761998335903,0,0,0,1,0,0,0,-0.3008130582498372,0.2941372684958662,0.167746085889498,0.741267768386665,1.3141816314753338,-0.1992730314841147,0.2388446241857525,0.8051441857612031,0.2372913846551423,1.18238054688844,1.2191457794540164,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8272466619352101,0.8869818269952736,-0.0044004379403113,0,1.8004158070379674,0,0,0,0,0,1,-1.0806930460913706,1,0,0,0,0,0,3.495737586160138,0,0,0,0,0,1,0,0,1,0,0,2,Graduate
